faq,primary,What are the blogs you have got ?,"Sure, I can help you out.Please click on [Blogs Link](https://en.wikipedia.org/wiki/Blog) to get the details ",|separator|,Blogs/blog/blg/blgo,message,
faq,alternate,Do you have any blogs ?,,|separator|,Blogs/blog/blg/blgo,message,
faq,alternate,I want some information on blogs ,,|separator|,Blogs/blog/blg/blgo,message,
faq,alternate,Share me the blogs ,,|separator|,Blogs/blog/blg/blgo,message,
faq,alternate,What are the available blogs ,,|separator|,Blogs/blog/blg/blgo,message,
faq,alternate,Pls share the link to get blogs,,|separator|,Blogs/blog/blg/blgo,message,
faq,alternate,Do you have any blogs on ,,|separator|,Blogs/blog/blg/blgo,message,
faq,primary,Where can I find the Product Marketing assets ?,Well .. Sure I will help you out. Please click here to get the Product Marketing assets,|separator|,|seperator|,General/what/why/wht/who,message
faq,alternate,What is the link for Product Marketing assets ?,,|separator|,|seperator|,General/what/why/wht/who,message
faq,alternate,Where are all the marketing documents kept?,,|separator|,|seperator|,General/what/why/wht/who,message
faq,alternate,Please share the Product Mareting assets link,,|separator|,|seperator|,General/what/why/wht/who,message
faq,alternate,What are the product marketing documents available ?,,|separator|,|seperator|,General/what/why/wht/who,message
faq,alternate,please let me know the folder for marketing assets,,|separator|,|seperator|,General/what/why/wht/who,message
faq,primary,What are you ?,I am an Asset Finder bot. I can help you to access all the assets which the prodct marketing team has created,|separator|,|seperator|,General/what/why/wht/who,message
faq,alternate,What do you do ?,,|separator|,|seperator|,General/what/why/wht/who,message
faq,alternate,Who are you ?,,|separator|,|seperator|,General/what/why/wht/who,message
faq,alternate,How can you hep me ?,,|separator|,|seperator|,General/what/why/wht/who,message
faq,primary,What are the videos you have got ?,"Sure, I can help you out.Please click on [Videos link ](https://en.wikipedia.org/wiki/Video)to get the details ",|separator|,Videos/video/footage/clip/film/animation,message,
faq,alternate,Do you have any videos ?,,|separator|,Videos/video/footage/clip/film/animation,message,
faq,alternate,I want some information on videos ,,|separator|,Videos/video/footage/clip/film/animation,message,
faq,alternate,Share me the videos ,,|separator|,Videos/video/footage/clip/film/animation,message,
faq,alternate,What are the available videos ,,|separator|,Videos/video/footage/clip/film/animation,message,
faq,alternate,Pls share the link to get videos,,|separator|,Videos/video/footage/clip/film/animation,message,
faq,alternate,Do you have any videos on *,,|separator|,Videos/video/footage/clip/film/animation,message,
faq,primary,What are the whitepaper you have got ?,"Sure, I can help you out.Please click on whitepaper to get the details ",|separator|,Whitepapers/whitepaper/Pointof view/PoV,message,
faq,alternate,Do you have any whitepaper ?,,|separator|,Whitepapers/whitepaper/Pointof view/PoV,message,
faq,alternate,I want some information on whitepaper ,,|separator|,Whitepapers/whitepaper/Pointof view/PoV,message,
faq,alternate,Share me the whitepaper ,,|separator|,Whitepapers/whitepaper/Pointof view/PoV,message,
faq,alternate,What are the available whitepaper ,,|separator|,Whitepapers/whitepaper/Pointof view/PoV,message,
faq,alternate,Pls share the link to get whitepaper,,|separator|,Whitepapers/whitepaper/Pointof view/PoV,message,
faq,alternate,Do you have any whitepaper on *,,|separator|,Whitepapers/whitepaper/Pointof view/PoV,message,
faq,primary,What are the emailer you have got ?,"Sure, I can help you out.Please click on emailer link to get the details ",|separator|,Emailers/mails/mail/mailformat,message,
faq,alternate,Do you have any emailer ?,,|separator|,Emailers/mails/mail/mailformat,message,
faq,alternate,I want some information on emailer ,,|separator|,Emailers/mails/mail/mailformat,message,
faq,alternate,Share me the emailer ,,|separator|,Emailers/mails/mail/mailformat,message,
faq,alternate,What are the available emailer ,,|separator|,Emailers/mails/mail/mailformat,message,
faq,alternate,Pls share the link to get emailer,,|separator|,Emailers/mails/mail/mailformat,message,
faq,alternate,Do you have any emailer on *,,|separator|,Emailers/mails/mail/mailformat,message,
faq,primary,What are the ebook you have got ?,"Sure, I can help you out.Please click on ebookLink to get the details ",|separator|,ebook/book/detailed/details,message,
faq,alternate,Do you have any ebook ?,,|separator|,ebook/book/detailed/details,message,
faq,alternate,I want some information on ebook ,,|separator|,ebook/book/detailed/details,message,
faq,alternate,Share me the ebook ,,|separator|,ebook/book/detailed/details,message,
faq,alternate,What are the available ebook ,,|separator|,ebook/book/detailed/details,message,
faq,alternate,Pls share the link to get ebook,,|separator|,ebook/book/detailed/details,message,
faq,alternate,Do you have any ebook on *,,|separator|,ebook/book/detailed/details,message,
faq,primary,Do you have any presentation ?,"Sure, I can help you out.Please click on Presentation Link to get the details ",|separator|,Presenations/preseantion/decks/deck/ppt/powerpoint,message,
faq,alternate,What are the presentation you have got ?,,|separator|,Presenations/preseantion/decks/deck/ppt/powerpoint,message,
faq,alternate,I want some information on presentation ,,|separator|,Presenations/preseantion/decks/deck/ppt/powerpoint,message,
faq,alternate,Share me the presentations,,|separator|,Presenations/preseantion/decks/deck/ppt/powerpoint,message,
faq,alternate,What are the available presentation ,,|separator|,Presenations/preseantion/decks/deck/ppt/powerpoint,message,
faq,alternate,Pls share the link to get presentation,,|separator|,Presenations/preseantion/decks/deck/ppt/powerpoint,message,
faq,alternate,Do you have any presentation on *,,|separator|,Presenations/preseantion/decks/deck/ppt/powerpoint,message,
faq,primary,Pls share the link to get solution brief ,"Sure, I can help you out.Please click on Soluttion Brief Link to get the details ",|separator|,Solution brief/Soln brife/brief/writeup,message,
faq,alternate,Do you have any solution brief  ?,,|separator|,Solution brief/Soln brife/brief/writeup,message,
faq,alternate,I want some information on solution brief  ,,|separator|,Solution brief/Soln brife/brief/writeup,message,
faq,alternate,Share me the solution brief  ,,|separator|,Solution brief/Soln brife/brief/writeup,message,
faq,alternate,What are the available solution brief  ,,|separator|,Solution brief/Soln brife/brief/writeup,message,
faq,alternate,What are the solution brief  you have got ?,,|separator|,Solution brief/Soln brife/brief/writeup,message,
faq,alternate,Do you have any solution brief  on *,,|separator|,Solution brief/Soln brife/brief/writeup,message,
faq,primary,I want some information on Casestudies,Certainly. .Please click on [Case Study Link ](https://en.wikipedia.org/wiki/Case_study)to get the required details ,|separator|,Case Study/Casestudies/csestdy/cases/customer reference/proofpoints,message,
faq,alternate,Do you have any Casestudy ?,,|separator|,Case Study/Casestudies/csestdy/cases/customer reference/proofpoints,message,
faq,alternate,What are the Casestudy you have got ?,,|separator|,Case Study/Casestudies/csestdy/cases/customer reference/proofpoints,message,
faq,alternate,Share me the Casestudy ,,|separator|,Case Study/Casestudies/csestdy/cases/customer reference/proofpoints,message,
faq,alternate,What are the available Casestudy ,,|separator|,Case Study/Casestudies/csestdy/cases/customer reference/proofpoints,message,
faq,alternate,Pls share the link to get Casestudy,,|separator|,Case Study/Casestudies/csestdy/cases/customer reference/proofpoints,message,
faq,alternate,Do you have any Casestudy on *,,|separator|,Case Study/Casestudies/csestdy/cases/customer reference/proofpoints,message,
faq,primary,Pls share the link to get brochure,Yes. Of course !.Please click on [Brochure Link](https://en.wikipedia.org/wiki/Brochure) to get the details ,|separator|,Brochure/brochures/brichure/brochur/brhchre,message,
faq,alternate,Do you have any brochure ?,,|separator|,Brochure/brochures/brichure/brochur/brhchre,message,
faq,alternate,I want some information on brochure ,,|separator|,Brochure/brochures/brichure/brochur/brhchre,message,
faq,alternate,Share me the brochure ,,|separator|,Brochure/brochures/brichure/brochur/brhchre,message,
faq,alternate,What are the available brochure ,,|separator|,Brochure/brochures/brichure/brochur/brhchre,message,
faq,alternate,What are the brochure you have got ?,,|separator|,Brochure/brochures/brichure/brochur/brhchre,message,
faq,alternate,Do you have any brochure on Banking ?,,|separator|,Brochure/brochures/brichure/brochur/brhchre,message,
